company,requested_region,resolved_region,country,review_url,overall,recommend,ceo_approval,total_reviews,diversity_inclusion,work_life_balance,compensation_benefits,culture_values,career_opportunities,senior_management,header_text,scraped_at,company_input_source,region_source,validation_status
Delta Electronics,"San Jose, CA",San Jose,United States,"https://www.glassdoor.com/Reviews/Delta-Electronics-San-Jose-Reviews-EI_IE41146.0,17_IL.18,26_IC1147436.htm",1.7,0%,0%,2,1,1,1,1,1,1,Delta Electronics San Jose reviews,2026-06-28T14:49:28.813156+00:00,seed,office-location,validated
Delta Electronics,"Toronto, ON",Toronto,Canada,"https://www.glassdoor.com/Reviews/Delta-Electronics-Toronto-Reviews-EI_IE41146.0,17_IL.18,25_IC2281069.htm",1,100%,100%,2,1,1,1,1,1,1,Delta Electronics Toronto reviews,2026-06-28T14:49:36.544502+00:00,seed,office-location,validated
Delta Electronics,"Bengaluru, KA",Bengaluru,India,"https://www.glassdoor.com/Reviews/Delta-Electronics-Bengaluru-Reviews-EI_IE41146.0,17_IL.18,27_IC2940587.htm",4.2,81%,88%,69,4,4.3,3.9,4.1,4.2,3.9,Delta Electronics Bengaluru reviews,2026-06-28T14:49:43.513073+00:00,seed,office-location,validated
Delta Electronics,"Hsinchu, TXG",Hsinchu,Taiwan,"https://www.glassdoor.com/Reviews/Delta-Electronics-Hsinchu-Reviews-EI_IE41146.0,17_IL.18,25_IC4915323.htm",4,,,1,4,4,4,3,3,3,Delta Electronics Hsinchu reviews,2026-06-28T14:49:52.576378+00:00,seed,office-location,validated
Delta Electronics,"Pune, MH",Pune,India,"https://www.glassdoor.com/Reviews/Delta-Electronics-Pune-Reviews-EI_IE41146.0,17_IL.18,22_IC2856202.htm",3,100%,100%,2,5,4,2,5,3,3,Delta Electronics Pune reviews,2026-06-28T14:50:00.323507+00:00,seed,office-location,validated
Delta Electronics,"Shanghai, 23",Shanghai,China,"https://www.glassdoor.com/Reviews/Delta-Electronics-Shanghai-Reviews-EI_IE41146.0,17_IL.18,26_IC2416009.htm",4,100%,100%,3,3,5,3,4,3,3,Delta Electronics Shanghai reviews,2026-06-28T14:50:07.554394+00:00,seed,office-location,validated
Delta Electronics,"San Jose, MP",San Jose,Costa Rica,"https://www.glassdoor.com/Reviews/Delta-Electronics-San-Jose-Reviews-EI_IE41146.0,17_IL.18,26_IC1147436.htm",1.7,0%,0%,2,1,1,1,1,1,1,Delta Electronics San Jose reviews,2026-06-28T14:50:07.663486+00:00,seed,office-location,validated
Delta Electronics,"Houston, TX",Houston,United States,"https://www.glassdoor.com/Reviews/Delta-Electronics-Houston-Reviews-EI_IE41146.0,17_IL.18,25_IC1140171.htm",2,0%,,1,3,2,3,3,3,1,Delta Electronics Houston reviews,2026-06-28T14:50:15.529990+00:00,seed,office-location,validated
Delta Electronics,"Bucharest, B",Bucharest,Romania,"https://www.glassdoor.com/Reviews/Delta-Electronics-Bucharest-Reviews-EI_IE41146.0,17_IL.18,27_IC3184907.htm",3,100%,,1,,3,1,2,4,1,Delta Electronics Bucharest reviews,2026-06-28T14:50:22.734279+00:00,seed,office-location,validated
Delta Electronics,"Hoofddorp, NH",Hoofddorp,Netherlands,"https://www.glassdoor.com/Reviews/Delta-Electronics-Hoofddorp-Reviews-EI_IE41146.0,17_IL.18,27_IC3063772.htm",3.3,53%,99%,18,3.6,3.3,3.6,3.1,2.3,2.6,Delta Electronics Hoofddorp reviews,2026-06-28T14:50:30.709897+00:00,seed,office-location,validated
Delta Electronics,"London, ENG",London,United Kingdom,"https://www.glassdoor.com/Reviews/Delta-Electronics-London-Reviews-EI_IE41146.0,17_IL.18,24_IC2671300.htm",5,100%,100%,2,4,5,5,5,4,5,Delta Electronics London reviews,2026-06-28T14:50:38.349498+00:00,seed,office-location,validated
Delta Electronics,Hong Kong,Hong Kong,Hong Kong,"https://www.glassdoor.com/Reviews/Delta-Electronics-Hong-Kong-Reviews-EI_IE41146.0,17_IL.18,27_IC2308631.htm",2,0%,,1,,3,2,2,2,2,Delta Electronics Hong Kong reviews,2026-06-28T14:50:46.343133+00:00,seed,office-location,validated
Delta Electronics,"Campinas, SP",Campinas,Brazil,"https://www.glassdoor.com/Reviews/Delta-Electronics-Campinas-Reviews-EI_IE41146.0,17_IL.18,26_IC2490130.htm",4,0%,,0,5,1,2,1,2,2,Delta Electronics Campinas reviews,2026-06-28T14:50:54.484468+00:00,seed,office-location,validated
Delta Electronics,Global,Global,Global,https://www.glassdoor.com/Reviews/Delta-Electronics-Reviews-E41146.htm,3.6,67%,79%,761,3.5,3.4,3.7,3.4,3.5,3.2,Delta Electronics reviews,2026-06-28T14:51:01.815477+00:00,seed,manual-seed,validated
Delta Electronics,Taipei,Taipei,Taiwan,"https://www.glassdoor.com/Reviews/Delta-Electronics-Taipei-Reviews-EI_IE41146.0,17_IL.18,24_IC3271041.htm",4,93%,90%,119,3.5,4.2,3.9,3.2,3.9,3.4,Delta Electronics Taipei reviews,2026-06-28T14:51:01.903688+00:00,seed,manual-seed,validated
Delta Electronics,Hsinchu,Hsinchu,Taiwan,"https://www.glassdoor.com/Reviews/Delta-Electronics-Hsinchu-Reviews-EI_IE41146.0,17_IL.18,25_IC4915323.htm",4,,,1,4,4,4,3,3,3,Delta Electronics Hsinchu reviews,2026-06-28T14:51:02.052734+00:00,seed,manual-seed,validated
Delta Electronics,Shanghai,Shanghai,China,"https://www.glassdoor.com/Reviews/Delta-Electronics-Shanghai-Reviews-EI_IE41146.0,17_IL.18,26_IC2416009.htm",4,100%,100%,3,3,5,3,4,3,3,Delta Electronics Shanghai reviews,2026-06-28T14:51:02.130805+00:00,seed,manual-seed,validated
Delta Electronics,Tokyo,Tokyo,Japan,"https://www.glassdoor.com/Reviews/Delta-Electronics-Tokyo-Reviews-EI_IE41146.0,17_IL.18,23_IC2851580.htm",4,100%,100%,2,4,5,3,4,3,4,Delta Electronics Tokyo reviews,2026-06-28T14:51:02.209115+00:00,seed,manual-seed,validated
Delta Electronics,Seoul,Seoul,South Korea,"https://www.glassdoor.com/Reviews/Delta-Electronics-Seoul-Reviews-EI_IE41146.0,17_IL.18,23_IC3021489.htm",2,0%,0%,1,1,4,1,1,3,1,Delta Electronics Seoul reviews,2026-06-28T14:51:02.308143+00:00,seed,manual-seed,validated
Inventec,"Taipei, TPQ",Taipei,Taiwan,"https://www.glassdoor.com/Reviews/Inventec-Taipei-Reviews-EI_IE13485.0,8_IL.9,15_IC3271041.htm",3.5,54%,76%,53,3.5,3.9,3.1,3.5,3.7,3.3,Inventec Taipei reviews,2026-06-28T14:51:10.123384+00:00,seed,office-location,validated
Inventec,"São Paulo, SP",São Paulo,Brazil,"https://www.glassdoor.com/Reviews/Inventec-S%C3%A3o-Paulo-Reviews-EI_IE13485.0,8_IL.9,18_IC2479061.htm",4,100%,,0,,3,4,4,4,4,Inventec São Paulo reviews,2026-06-28T14:51:17.955432+00:00,seed,office-location,validated
Inventec,"Santa Clara, CA",Santa Clara,United States,"https://www.glassdoor.com/Reviews/Inventec-Santa-Clara-Reviews-EI_IE13485.0,8_IL.9,20_IC1147439.htm",3.8,90%,97%,4,4,3.8,2.9,3.8,3.8,3.8,Inventec Santa Clara reviews,2026-06-28T14:51:24.768399+00:00,seed,office-location,validated
Inventec,"Hsinchu, TXG",Hsinchu,Taiwan,"https://www.glassdoor.com/Reviews/Inventec-Hsinchu-Reviews-EI_IE13485.0,8_IL.9,16_IC4915323.htm",4,0%,,1,5,3,3,3,5,4,Inventec Hsinchu reviews,2026-06-28T14:51:32.898671+00:00,seed,office-location,validated
Inventec,"Pudong, 23",Pudong,China,"https://www.glassdoor.com/Reviews/Inventec-Pudong-Reviews-EI_IE13485.0,8_IL.9,15_IC2415109.htm",4,100%,,1,,3,4,3,4,3,Inventec Pudong reviews,2026-06-28T14:51:46.076833+00:00,seed,office-location,validated
Inventec,"Shanghai, 23",Shanghai,China,"https://www.glassdoor.com/Reviews/Inventec-Shanghai-Reviews-EI_IE13485.0,8_IL.9,17_IC2416009.htm",2.9,0%,0%,3,1,1,2.1,1.9,2.9,2.1,Inventec Shanghai reviews,2026-06-28T14:51:53.527773+00:00,seed,office-location,validated
Inventec,"Houston, TX",Houston,United States,"https://www.glassdoor.com/Reviews/Inventec-Houston-Reviews-EI_IE13485.0,8_IL.9,16_IC1140171.htm",4,100%,100%,5,4,4,3,4,3,3,Inventec Houston reviews,2026-06-28T14:52:00.739207+00:00,seed,office-location,validated
Inventec,Global,Global,Global,https://www.glassdoor.com/Reviews/Inventec-Reviews-E13485.htm,3.5,55%,77%,163,3.6,3.5,3.1,3.2,3.3,3.1,Inventec reviews,2026-06-28T14:52:09.470539+00:00,seed,manual-seed,validated
Pegatron,"Fremont, CA",Fremont,United States,"https://www.glassdoor.com/Reviews/Pegatron-Fremont-Reviews-EI_IE337948.0,8_IL.9,16_IC1147355.htm",4,,,1,,,,,,,Pegatron Fremont reviews,2026-06-28T14:52:16.222850+00:00,seed,office-location,validated
Pegatron,"Jakarta, JK",Jakarta,Indonesia,"https://www.glassdoor.com/Reviews/Pegatron-Jakarta-Reviews-EI_IE337948.0,8_IL.9,16_IC2709872.htm",3,100%,,1,4,3,3,3,3,3,Pegatron Jakarta reviews,2026-06-28T14:52:23.905586+00:00,seed,office-location,validated
Pegatron,"Taipei, TPQ",Taipei,Taiwan,"https://www.glassdoor.com/Reviews/Pegatron-Taipei-Reviews-EI_IE337948.0,8_IL.9,15_IC3271041.htm",3.9,73%,98%,210,3.8,4.1,3.6,3.7,3.9,3.9,Pegatron Taipei reviews,2026-06-28T14:52:31.185881+00:00,seed,office-location,validated
Pegatron,"Tokyo, 40",Tokyo,Japan,"https://www.glassdoor.com/Reviews/Pegatron-Tokyo-Reviews-EI_IE337948.0,8_IL.9,14_IC2851580.htm",1.7,0%,100%,2,2,1,2.4,1,2.4,1.4,Pegatron Tokyo reviews,2026-06-28T14:52:38.923548+00:00,seed,office-location,validated
Pegatron,"Sydney, NSW",Sydney,Australia,"https://www.glassdoor.com/Reviews/Pegatron-Sydney-Reviews-EI_IE337948.0,8_IL.9,15_IC2235932.htm",3.6,0%,0%,3,1.9,3,1.9,1.9,2.9,3.8,Pegatron Sydney reviews,2026-06-28T14:52:47.858471+00:00,seed,office-location,validated
Pegatron,"Pudong, 23",Pudong,China,"https://www.glassdoor.com/Reviews/Pegatron-Pudong-Reviews-EI_IE337948.0,8_IL.9,15_IC2415109.htm",3,0%,0%,1,3,2,3,3,4,3,Pegatron Pudong reviews,2026-06-28T14:52:55.570562+00:00,seed,office-location,validated
Pegatron,"Shanghai, 23",Shanghai,China,"https://www.glassdoor.com/Reviews/Pegatron-Shanghai-Reviews-EI_IE337948.0,8_IL.9,17_IC2416009.htm",3.1,62%,100%,15,3,2.1,3.1,4,4.9,3,Pegatron Shanghai reviews,2026-06-28T14:53:03.413821+00:00,seed,office-location,validated
Pegatron,"Jeffersonville, IN",Jeffersonville,United States,"https://www.glassdoor.com/Reviews/Pegatron-Jeffersonville-Reviews-EI_IE337948.0,8_IL.9,23_IC1145141.htm",3.5,4%,0%,35,3.2,2.5,2.3,2.4,2,2,Pegatron Jeffersonville reviews,2026-06-28T14:53:10.654098+00:00,seed,office-location,validated
Pegatron,Hong Kong,Hong Kong,Hong Kong,"https://www.glassdoor.com/Reviews/Pegatron-Hong-Kong-Reviews-EI_IE337948.0,8_IL.9,18_IC2308631.htm",5,100%,100%,1,,4,4,4,4,4,Pegatron Hong Kong reviews,2026-06-28T14:53:18.652561+00:00,seed,office-location,validated
Pegatron,Global,Global,Global,https://www.glassdoor.com/Reviews/Pegatron-Reviews-E337948.htm,3.4,39%,60%,508,3.2,3.2,3,3.1,3.1,2.9,Pegatron reviews,2026-06-28T14:53:26.357430+00:00,seed,manual-seed,validated
AU Optronics,Singapore,Singapore,Singapore,"https://www.glassdoor.com/Reviews/AU-Optronics-Singapore-Reviews-EI_IE16126.0,12_IL.13,22_IC3235921.htm",3.1,53%,88%,76,3.5,3.5,3.1,3.4,3.2,3.3,AU Optronics Singapore reviews,2026-06-28T14:53:33.692028+00:00,seed,office-location,validated
AU Optronics,"Taipei, TPQ",Taipei,Taiwan,"https://www.glassdoor.com/Reviews/AU-Optronics-Taipei-Reviews-EI_IE16126.0,12_IL.13,19_IC3271041.htm",4,84%,74%,19,3.6,4.6,3.3,3.5,3.9,3.2,AU Optronics Taipei reviews,2026-06-28T14:53:40.469459+00:00,seed,office-location,validated
AU Optronics,"Hsinchu, TXG",Hsinchu,Taiwan,"https://www.glassdoor.com/Reviews/AU-Optronics-Hsinchu-Reviews-EI_IE16126.0,12_IL.13,20_IC4915323.htm",3.4,67%,99%,77,3.3,4.3,3,3.3,3.1,2.8,AU Optronics Hsinchu reviews,2026-06-28T14:53:48.918583+00:00,seed,office-location,validated
AU Optronics,"Pune, MH",Pune,India,"https://www.glassdoor.com/Reviews/AU-Optronics-Pune-Reviews-EI_IE16126.0,12_IL.13,17_IC2856202.htm",4,,,1,,,,,4,,AU Optronics Pune reviews,2026-06-28T14:53:56.948673+00:00,seed,office-location,validated
AU Optronics,"Sunnyvale, CA",Sunnyvale,United States,"https://www.glassdoor.com/Reviews/AU-Optronics-Sunnyvale-Reviews-EI_IE16126.0,12_IL.13,22_IC1147442.htm",5,100%,,1,5,5,5,5,5,5,AU Optronics Sunnyvale reviews,2026-06-28T14:54:05.067210+00:00,seed,office-location,validated
AU Optronics,Global,Global,Global,https://www.glassdoor.com/Reviews/AU-Optronics-Reviews-E16126.htm,3.5,61%,76%,400,3.3,3.7,3.1,3.3,3.4,3,AU Optronics reviews,2026-06-28T14:54:13.052642+00:00,seed,manual-seed,validated
AU Optronics,Taipei,Taipei,Taiwan,"https://www.glassdoor.com/Reviews/AU-Optronics-Taipei-Reviews-EI_IE16126.0,12_IL.13,19_IC3271041.htm",4,84%,74%,19,3.6,4.6,3.3,3.5,3.9,3.2,AU Optronics Taipei reviews,2026-06-28T14:54:13.137827+00:00,seed,manual-seed,validated
AU Optronics,Hsinchu,Hsinchu,Taiwan,"https://www.glassdoor.com/Reviews/AU-Optronics-Hsinchu-Reviews-EI_IE16126.0,12_IL.13,20_IC4915323.htm",3.4,67%,99%,77,3.3,4.3,3,3.3,3.1,2.8,AU Optronics Hsinchu reviews,2026-06-28T14:54:13.226865+00:00,seed,manual-seed,validated
Trend Micro Inc.,"Ciudad de Mexico, MEX",Ciudad de Mexico,Mexico,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-Ciudad-de-Mexico-Reviews-EI_IE8983.0,15_IL.16,32_IC5017436.htm",3.4,100%,100%,1,5,4,3.4,5,4.6,4.6,Trend Micro Inc. Ciudad de Mexico reviews,2026-06-28T14:54:22.383848+00:00,seed,office-location,validated
Trend Micro Inc.,"Warsaw, MZ",Warsaw,Poland,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-Warsaw-Reviews-EI_IE8983.0,15_IL.16,22_IC3094484.htm",5,100%,100%,1,,5,5,5,4,5,Trend Micro Inc. Warsaw reviews,2026-06-28T14:54:29.920343+00:00,seed,office-location,validated
Trend Micro Inc.,"Dubai, DU",Dubai,United Arab Emirates,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-Dubai-Reviews-EI_IE8983.0,15_IL.16,21_IC2204498.htm",4.9,99%,100%,7,5,4.7,3.9,5,4,4.7,Trend Micro Inc. Dubai reviews,2026-06-28T14:54:39.296193+00:00,seed,office-location,validated
Trend Micro Inc.,"Jakarta, JK",Jakarta,Indonesia,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-Jakarta-Reviews-EI_IE8983.0,15_IL.16,23_IC2709872.htm",4,99%,100%,2,4,4,3,4,3,4,Trend Micro Inc. Jakarta reviews,2026-06-28T14:54:54.278548+00:00,seed,office-location,validated
Trend Micro Inc.,"Manila, D9",Manila,Philippines,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-Manila-Reviews-EI_IE8983.0,15_IL.16,22_IC2363570.htm",3.8,74%,82%,204,4.2,3.8,3.2,4.5,4.2,3.8,Trend Micro Inc. Manila reviews,2026-06-28T14:55:02.991981+00:00,seed,office-location,validated
Trend Micro Inc.,"Mumbai, MH",Mumbai,India,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-Mumbai-Reviews-EI_IE8983.0,15_IL.16,22_IC2851180.htm",2.9,100%,100%,9,3,3.8,3.3,3.4,3.3,3.1,Trend Micro Inc. Mumbai reviews,2026-06-28T14:55:16.386564+00:00,seed,office-location,validated
Trend Micro Inc.,"Seoul, 11",Seoul,South Korea,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-Seoul-Reviews-EI_IE8983.0,15_IL.16,21_IC3021489.htm",3,100%,0%,1,4,4,3,4,4,1,Trend Micro Inc. Seoul reviews,2026-06-28T14:55:26.133067+00:00,seed,office-location,validated
Trend Micro Inc.,Singapore,Singapore,Singapore,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-Singapore-Reviews-EI_IE8983.0,15_IL.16,25_IC3235921.htm",3.8,99%,100%,10,5,4.2,5,5,3.4,3,Trend Micro Inc. Singapore reviews,2026-06-28T14:55:34.898821+00:00,seed,office-location,validated
Trend Micro Inc.,"Taipei, TPQ",Taipei,Taiwan,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-Taipei-Reviews-EI_IE8983.0,15_IL.16,22_IC3271041.htm",3.7,88%,67%,345,3.9,4.2,3.4,4,4.1,3.1,Trend Micro Inc. Taipei reviews,2026-06-28T14:55:42.883335+00:00,seed,office-location,validated
Trend Micro Inc.,"Tokyo, 40",Tokyo,Japan,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-Tokyo-Reviews-EI_IE8983.0,15_IL.16,21_IC2851580.htm",4.4,99%,100%,18,4.3,4.6,4,4.1,4.5,3.8,Trend Micro Inc. Tokyo reviews,2026-06-28T14:55:51.755499+00:00,seed,office-location,validated
Trend Micro Inc.,"São Paulo, SP",São Paulo,Brazil,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-S%C3%A3o-Paulo-Reviews-EI_IE8983.0,15_IL.16,25_IC2479061.htm",4.4,68%,100%,2,4.2,4.2,2.7,4.5,4,3.4,Trend Micro Inc. São Paulo reviews,2026-06-28T14:56:00.964928+00:00,seed,office-location,validated
Trend Micro Inc.,"Sydney, NSW",Sydney,Australia,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-Sydney-Reviews-EI_IE8983.0,15_IL.16,22_IC2235932.htm",4.6,99%,96%,28,3.8,4.9,3.9,4.6,3.8,4.3,Trend Micro Inc. Sydney reviews,2026-06-28T14:56:09.953949+00:00,seed,office-location,validated
Trend Micro Inc.,"Austin, TX",Austin,United States,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-Austin-Reviews-EI_IE8983.0,15_IL.16,22_IC1139761.htm",4.3,72%,68%,36,4.2,4.7,3.2,4.2,3.7,3.1,Trend Micro Inc. Austin reviews,2026-06-28T14:56:18.863903+00:00,seed,office-location,validated
Trend Micro Inc.,"Durham, NC",Durham,United States,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-Durham-Reviews-EI_IE8983.0,15_IL.16,22_IC1138697.htm",4,100%,100%,1,4,4,3,4,4,4,Trend Micro Inc. Durham reviews,2026-06-28T14:56:28.019639+00:00,seed,office-location,validated
Trend Micro Inc.,"San Francisco, CA",San Francisco,United States,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-San-Francisco-Reviews-EI_IE8983.0,15_IL.16,29_IC1147401.htm",3,0%,7%,2,3.9,3.9,3.9,2,2.9,1.1,Trend Micro Inc. San Francisco reviews,2026-06-28T14:56:36.660404+00:00,seed,office-location,validated
Trend Micro Inc.,"San Jose, CA",San Jose,United States,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-San-Jose-Reviews-EI_IE8983.0,15_IL.16,24_IC1147436.htm",3,0%,99%,8,1,4,3,3,3,2,Trend Micro Inc. San Jose reviews,2026-06-28T14:56:45.868730+00:00,seed,office-location,validated
Trend Micro Inc.,"Santa Clara, CA",Santa Clara,United States,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-Santa-Clara-Reviews-EI_IE8983.0,15_IL.16,27_IC1147439.htm",5,100%,100%,1,5,5,5,5,5,5,Trend Micro Inc. Santa Clara reviews,2026-06-28T14:56:55.264242+00:00,seed,office-location,validated
Trend Micro Inc.,"Toronto, ON",Toronto,Canada,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-Toronto-Reviews-EI_IE8983.0,15_IL.16,23_IC2281069.htm",4.1,82%,100%,6,4.3,5,4.3,4.3,4.6,3.3,Trend Micro Inc. Toronto reviews,2026-06-28T14:57:03.398432+00:00,seed,office-location,validated
Trend Micro Inc.,"Moscow, 48",Moscow,Russia,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-Moscow-Reviews-EI_IE8983.0,15_IL.16,22_IC3348306.htm",5,99%,0%,2,4,5,4,5,5,4,Trend Micro Inc. Moscow reviews,2026-06-28T14:57:11.024164+00:00,seed,office-location,validated
Trend Micro Inc.,"Munich, BY",Munich,Germany,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-Munich-Reviews-EI_IE8983.0,15_IL.16,22_IC4990924.htm",4,100%,100%,4,4.4,4,4,4,3.6,3.6,Trend Micro Inc. Munich reviews,2026-06-28T14:57:19.726908+00:00,seed,office-location,validated
Trend Micro Inc.,"Zürich, ZH",Zürich,Switzerland,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-Z%C3%BCrich-Reviews-EI_IE8983.0,15_IL.16,22_IC3297851.htm",4,100%,100%,1,4.2,3.5,3.8,5,3,3.5,Trend Micro Inc. Zürich reviews,2026-06-28T14:57:29.837884+00:00,seed,office-location,validated
Trend Micro Inc.,"Bengaluru, KA",Bengaluru,India,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-Bengaluru-Reviews-EI_IE8983.0,15_IL.16,25_IC2940587.htm",4.2,98%,99%,12,4,4.4,3,4.5,3.6,4.3,Trend Micro Inc. Bengaluru reviews,2026-06-28T14:57:39.562654+00:00,seed,office-location,validated
Trend Micro Inc.,"Hsinchu, TXG",Hsinchu,Taiwan,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-Hsinchu-Reviews-EI_IE8983.0,15_IL.16,23_IC4915323.htm",5,99%,99%,2,5,5,5,5,5,5,Trend Micro Inc. Hsinchu reviews,2026-06-28T14:57:48.266387+00:00,seed,office-location,validated
Trend Micro Inc.,"Pune, MH",Pune,India,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-Pune-Reviews-EI_IE8983.0,15_IL.16,20_IC2856202.htm",4,,,1,,,,,3,,Trend Micro Inc. Pune reviews,2026-06-28T14:57:56.783612+00:00,seed,office-location,validated
Trend Micro Inc.,"Shanghai, 23",Shanghai,China,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-Shanghai-Reviews-EI_IE8983.0,15_IL.16,24_IC2416009.htm",4,100%,100%,1,,5,3,5,3,3,Trend Micro Inc. Shanghai reviews,2026-06-28T14:58:05.074110+00:00,seed,office-location,validated
Trend Micro Inc.,"San Jose, MP",San Jose,Costa Rica,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-San-Jose-Reviews-EI_IE8983.0,15_IL.16,24_IC1147436.htm",3,0%,99%,8,1,4,3,3,3,2,Trend Micro Inc. San Jose reviews,2026-06-28T14:58:05.164397+00:00,seed,office-location,validated
Trend Micro Inc.,"Guadalajara, JAL",Guadalajara,Mexico,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-Guadalajara-Reviews-EI_IE8983.0,15_IL.16,27_IC3486357.htm",3,100%,100%,0,4,5,4,4,4,4,Trend Micro Inc. Guadalajara reviews,2026-06-28T14:58:13.962416+00:00,seed,office-location,validated
Trend Micro Inc.,"Houston, TX",Houston,United States,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-Houston-Reviews-EI_IE8983.0,15_IL.16,23_IC1140171.htm",2,100%,100%,3,5,5,4,5,4,4,Trend Micro Inc. Houston reviews,2026-06-28T14:58:23.660095+00:00,seed,office-location,validated
Trend Micro Inc.,"Paris, A8",Paris,France,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-Paris-Reviews-EI_IE8983.0,15_IL.16,21_IC2881970.htm",1.3,88%,88%,2,1.4,1.4,1.3,1.4,1.3,1.3,Trend Micro Inc. Paris reviews,2026-06-28T14:58:31.404962+00:00,seed,office-location,validated
Trend Micro Inc.,"Lake Forest, CA",Lake Forest,United States,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-Lake-Forest-Reviews-EI_IE8983.0,15_IL.16,27_IC1146811.htm",2,0%,0%,1,,4,2.5,,2,2,Trend Micro Inc. Lake Forest reviews,2026-06-28T14:58:40.242514+00:00,seed,office-location,validated
Trend Micro Inc.,"Irving, TX",Irving,United States,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-Irving-Reviews-EI_IE8983.0,15_IL.16,22_IC1140006.htm",3.4,62%,80%,60,4.1,3.9,3.4,3.7,2.9,3,Trend Micro Inc. Irving reviews,2026-06-28T14:58:49.904069+00:00,seed,office-location,validated
Trend Micro Inc.,"Jersey City, NJ",Jersey City,United States,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-Jersey-City-Reviews-EI_IE8983.0,15_IL.16,27_IC1126819.htm",4,99%,100%,2,4,4,4,4,4,4,Trend Micro Inc. Jersey City reviews,2026-06-28T14:59:03.481941+00:00,seed,office-location,validated
Trend Micro Inc.,"Kanata, ON",Kanata,Canada,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-Kanata-Reviews-EI_IE8983.0,15_IL.16,22_IC2282818.htm",3.3,100%,100%,5,4,5,3,4,4,3,Trend Micro Inc. Kanata reviews,2026-06-28T14:59:11.101060+00:00,seed,office-location,validated
Trend Micro Inc.,"Cork, M",Cork,Ireland,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-Cork-Reviews-EI_IE8983.0,15_IL.16,20_IC4325638.htm",4,73%,99%,72,4.2,4,3.3,4.1,3.2,3.9,Trend Micro Inc. Cork reviews,2026-06-28T14:59:18.370773+00:00,seed,office-location,validated
Trend Micro Inc.,"London, ENG",London,United Kingdom,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-London-Reviews-EI_IE8983.0,15_IL.16,22_IC2671300.htm",3.6,85%,99%,28,3.2,4,3.7,3.6,3.3,2.9,Trend Micro Inc. London reviews,2026-06-28T14:59:26.114694+00:00,seed,office-location,validated
Trend Micro Inc.,"Paddington, ENG",Paddington,United Kingdom,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-Paddington-Reviews-EI_IE8983.0,15_IL.16,26_IC3527325.htm",4.9,100%,100%,2,,5,4.9,5,4.9,4.9,Trend Micro Inc. Paddington reviews,2026-06-28T14:59:35.065664+00:00,seed,office-location,validated
Trend Micro Inc.,"Boston, MA",Boston,United States,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-Boston-Reviews-EI_IE8983.0,15_IL.16,22_IC1154532.htm",4,100%,100%,1,5,5,3,5,4,4,Trend Micro Inc. Boston reviews,2026-06-28T14:59:43.530096+00:00,seed,office-location,validated
Trend Micro Inc.,"India, TX",India,United States,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-India-Reviews-EI_IE8983.0,15_IL.16,21_IC3759223.htm",5,100%,100%,1,4,4,4,4,3,3,Trend Micro Inc. India reviews,2026-06-28T14:59:50.952201+00:00,seed,office-location,validated
Trend Micro Inc.,"Pflugerville, TX",Pflugerville,United States,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-Pflugerville-Reviews-EI_IE8983.0,15_IL.16,28_IC1139790.htm",4,,,1,,,,,,,Trend Micro Inc. Pflugerville reviews,2026-06-28T15:00:00.972209+00:00,seed,office-location,validated
